FullName,Email,Phone,Address,JobTitle,DateOfBirth,Age,Gender,Marriage,Children,FamilySize,Education,Income,HouseOwn,CarOwn,CallsNum,CallsMinutes,SmsSent,SmsVar,Periodicity,SlopeCalls,MobilityClusters,SocialStability,SocialExposure,SocialQuality,MobileMoneyTx,AirtimeTopups,NumFinancialAppsInstalled,NumFinancialAppsUsed,SMSTx_P2P_Count_30d,SMSTx_BillPay_Count_30d,SMSTx_Merchant_Count_30d,SMSTx_Amt_Mean_30d,SMSTx_Amt_CV_30d,SMSTx_OnTimeBillPay_Rate,SMSTx_NightShare,SM_Platforms_Installed,SM_MinutesPerDay,SM_PostsPerWeek,SM_NightUsageShare,SM_Sentiment_Polarity,Apps_TotalInstalled,Apps_SessionsPerDay,Apps_ForegroundMinPerDay,Apps_BackgroundMBPerDay,Apps_Time_ProductivityMin,Apps_Time_GamingMin,Apps_Time_FinanceMin,Apps_ChurnRate_30d,Apps_RiskyCount
Linda Clark,william33@gmail.com,509-626-5926x27901,"6321 Melissa Pines Suite 118, North Samantha, IN 54904",Careers adviser,25-04-1979,45,Male,Divorced,1,2,Tertiary,2701,1,1,45,18,53,0.59,1.05,0.76,1,0.1,0.66,0.16,7,1,3,1,2,4,1,40.14,0.87,0.97,0.14,2,110,2,0.2,0.7,41,9,205,320.9,40,44,52,0.17,1
Steven Collier,kimberly89@hotmail.com,222.778.9375,"8266 Flores Hollow, East Angela, HI 05454",Public house manager,05-12-1989,35,Female,Married,3,4,Secondary,1222,0,0,45,53,6,-0.41,-1.17,-1.13,1,0.64,0.75,0.86,1,3,1,0,2,5,3,51.06,1.49,0.82,0.29,0,119,7,0.33,-0.53,17,24,76,0,72,0,29,0,2
Dale Robinson,jford@hotmail.com,865.488.6820x7935,"528 Morrison Station Suite 647, Leonardchester, DC 87236",Dance movement psychotherapist,10-01-2002,22,Male,Single,2,3,Primary,1497,0,0,23,86,94,0.94,1.45,2.13,2,0.34,0.77,0.35,7,1,1,5,5,5,1,24.67,0.61,0.77,0.01,3,127,6,0.13,0.68,45,28,160,85.6,40,79,5,0.04,1
Christina Peterson,hmays@gmail.com,505-678-1612x11293,"8706 Joe Port Apt. 672, East Maria, WY 83459",Ship broker,06-05-1999,25,Male,Married,1,3,Secondary,2808,1,1,27,78,44,0.26,0.61,-0.37,3,0.79,0.18,0.02,5,5,1,1,5,2,4,16.76,1.31,0.71,0.1,3,154,6,0.04,-0.43,78,2,116,158.7,26,58,50,0.12,5
Anthony Mccarty,tracy09@hotmail.com,475.265.0560x4841,"89508 Sonya Skyway, New Kenneth, CA 74215","Psychotherapist, child",07-08-1982,42,Female,Single,1,3,Primary,6003,1,1,55,44,27,-0.52,1.01,-0.35,3,0.02,0.77,0.01,4,3,0,1,6,0,1,25.46,0.92,1,0.34,2,195,6,0.23,-0.15,28,51,215,276.9,39,82,45,0.22,4
Michael Lambert,wsmall@yahoo.com,(760)643-1016,"34200 Wilson Squares, North Robertview, MP 72057","Designer, textile",24-01-1970,54,Female,Married,2,4,Secondary,6775,0,0,11,67,64,1.28,1.58,0.5,7,0.55,0.65,0.74,3,3,1,2,3,3,5,63.63,0.71,0.89,0.07,0,71,0,0.2,0.29,61,0,0,259.1,77,0,31,0.21,0
Makayla Humphrey,daviskenneth@gmail.com,508-946-2791x2270,"985 Charlene Falls, Port Arthur, FL 39202","Embryologist, clinical",02-07-1984,40,Male,Married,2,3,Secondary,732,0,0,43,54,33,1.26,1.08,-0.91,3,0.26,0.33,0.16,5,2,5,1,6,3,3,30.41,1.05,0.91,0.13,0,185,0,0.18,-0.57,34,10,236,188,44,54,11,0.16,1
Ashley Ali,sarah60@hotmail.com,(900)737-4127x6832,"38634 Hughes Springs Apt. 007, Randyport, MI 82865",Sport and exercise psychologist,17-05-1988,36,Female,Single,3,4,Secondary,3406,0,1,3,62,24,0.9,0.98,-0.19,6,0.03,0.84,0.86,6,7,1,0,0,4,1,53.41,0.55,0.72,0.27,5,190,6,0.51,-0.38,41,47,167,375,120,0,44,0,1
Deborah Murray,amycook@yahoo.com,997-309-8530x0932,"584 Conley Ville, New Julie, NH 24804",Dentist,09-10-1987,37,Male,Single,3,5,Tertiary,4298,1,0,29,41,25,0.1,-1.49,0.25,6,0.19,0.92,0.75,6,2,2,0,3,5,0,18.1,0.8,0.8,0.2,3,42,5,0.21,0.1,66,33,187,229.5,54,34,0,0.02,2
Taylor Vargas,juanhall@hotmail.com,001-619-822-1759x37949,"471 Macdonald Cape Apt. 100, New Allen, OH 30879",Catering manager,13-07-1990,34,Male,Married,2,4,Secondary,5167,1,1,24,87,56,-0.73,-0.06,-0.49,5,0,0.42,0.52,8,4,1,1,2,2,4,63.56,0.89,0.59,0.21,1,38,2,0.09,-0.23,42,20,99,156.4,0,0,57,0.11,0
Michelle Sloan,stodd@hotmail.com,(689)591-1572x85250,"8014 Montgomery Valleys, East Dakota, OR 99548","Designer, blown glass/stained glass",03-10-1997,27,Male,Married,0,2,Primary,3248,0,0,25,12,8,-0.81,-0.22,-1.28,4,0.19,0.61,0.97,5,4,3,0,2,3,0,49.51,1.37,0.79,0.16,4,61,5,0.12,0.49,82,13,275,146.5,26,33,64,0.09,0
Susan Juarez,martinmegan@gmail.com,(438)829-3585x341,"57881 Dennis Haven, West Taylorchester, NE 64694",Chiropodist,05-07-1984,40,Male,Single,3,4,Tertiary,5976,1,0,17,61,6,0.74,0.43,-0.84,4,0.88,0.96,0.81,14,4,2,2,1,9,0,19.97,1.78,0.78,0.12,3,73,0,0.26,-0.49,63,0,60,42.2,54,0,23,0.13,1
Ann Wong,fsavage@yahoo.com,001-464-298-2642x239,"6685 Christine Lock Apt. 897, Lake Robert, OK 23308","Psychologist, forensic",22-09-1987,37,Male,Married,2,4,Secondary,1718,1,0,24,65,16,-1.07,0.76,0.43,3,0.54,0.24,0.21,5,3,2,0,5,3,2,25.95,0.14,0.59,0.07,1,0,7,0.33,-0.2,49,24,106,299.3,20,108,18,0.3,3
Elizabeth Russell,russellvance@hotmail.com,933-273-4261x422,"USS Ford, FPO AE 52605","Engineer, automotive",17-02-1986,38,Male,Married,2,3,Secondary,5652,0,0,0,17,55,1.03,0.19,0.72,5,0.35,0.98,0.53,4,3,2,0,2,1,3,11,0.65,0.66,0.11,0,138,11,0.34,0.13,45,23,0,155.7,0,13,35,0.18,5
Teresa Contreras,williewoods@gmail.com,(868)529-2493x491,"53643 Ashley Extension Apt. 002, Johnstad, CO 52160",Water engineer,02-09-1985,39,Male,Single,2,3,Primary,5143,0,1,47,75,100,-0.21,0.04,-0.34,7,1,0.51,0.06,6,3,2,1,1,3,1,14.99,0.05,0.53,0.19,2,152,4,0.17,0.24,40,26,84,334.4,37,0,50,0.12,0
Scott Fuentes,mbailey@hotmail.com,(315)614-0004x64188,"1572 Brown Valley Apt. 245, North Shawn, NJ 69058",Warden/ranger,18-04-1995,29,Female,Married,0,2,Primary,3211,0,1,29,71,62,0.5,1.3,1.06,3,0.28,0.9,0.25,7,6,6,0,7,7,1,36.42,1.09,0.64,0.34,2,22,11,0.34,0.54,69,26,116,200.2,24,0,0,0.15,1
Kathleen Thomas,cory14@hotmail.com,4644396031,"9094 Joseph Plaza Suite 536, Port Wanda, AK 76217","Surveyor, rural practice",30-11-1982,42,Male,Married,2,4,Secondary,3841,0,1,23,109,36,-0.83,-1.26,0.71,3,0.08,0.02,0.44,5,3,3,0,5,2,3,40.45,1.37,0.74,0.13,5,17,0,0.35,-0.18,28,31,44,218.7,21,5,39,0.23,2
Christina Delgado,cristina27@yahoo.com,249.602.5810x28040,"409 Nichols Alley, Caseytown, RI 25735","Programmer, applications",11-11-1972,52,Female,Divorced,1,3,Secondary,1624,1,0,41,12,46,0.73,0.22,-0.32,9,0.61,0.98,0.25,2,6,2,1,6,5,2,13.32,0.34,0.84,0.11,0,80,13,0.14,0.19,77,0,254,407.1,38,65,0,0.32,7
Andrew Houston,freydanielle@hotmail.com,(276)336-9815,"29906 Torres Square Suite 614, Lindashire, NY 77701","Engineer, communications",11-10-1981,43,Male,Single,2,3,Tertiary,1335,0,0,9,61,33,-0.72,0.13,-0.5,5,0.63,0.59,0.28,4,5,3,0,3,5,5,30.58,0.56,0.71,0.25,1,105,5,0.26,0.2,10,29,70,165.4,25,44,31,0,3
Derek Morales,rodriguezjulia@yahoo.com,528.845.4481x3654,"89498 Crawford Radial, Pattersonmouth, MN 60831",Archaeologist,13-05-1987,37,Female,Single,4,5,Primary,9981,1,1,13,43,28,-0.6,0.33,0.05,3,0.12,0.7,0.73,2,6,0,1,2,1,2,63.34,0.84,0.8,0.05,5,122,0,0.22,0.22,60,32,324,294.8,115,43,17,0.14,1
Deborah Acevedo,weaverkyle@hotmail.com,(536)891-7484,"1613 Marshall Walks, South Christina, NH 65614",Plant breeder/geneticist,18-04-1984,40,Male,Single,0,1,Secondary,3390,0,1,14,62,14,-0.89,-0.36,0.09,6,0.91,0.17,0.14,5,8,2,4,1,0,1,10.48,1.15,1,0.01,1,83,9,0.23,-0.12,105,33,291,71.1,80,40,39,0.14,4
Steven Morgan,rodney79@gmail.com,001-654-357-1927x6034,"497 Timothy Square Suite 898, Greeneborough, TN 55277",Naval architect,12-10-1985,39,Male,Single,0,1,Tertiary,3396,0,1,25,75,30,1.52,-1.1,-1.16,4,0.22,0.88,0.48,3,3,3,0,2,1,7,43.63,1.38,0.71,0.18,5,148,8,0.02,0.43,61,17,354,126.6,75,0,0,0.34,6
Kurt Gardner,jenniferdavis@yahoo.com,+1-259-465-5076x094,"8459 Jessica Mountains Suite 599, Erictown, FL 77474",Lexicographer,25-09-1989,35,Female,Single,2,4,Secondary,1680,0,0,35,14,6,1.9,1.08,1.14,1,0.89,0.85,0.84,5,2,0,0,3,3,1,20.73,0.55,0.78,0.12,1,57,1,0.35,0.04,31,19,226,350.5,45,56,0,0.15,5
Robert Jensen,blankenshipbenjamin@yahoo.com,001-232-909-6691x2360,"595 Mary Mission, South Danny, NY 66165","Runner, broadcasting/film/video",29-05-1992,32,Female,Married,2,3,Secondary,2333,1,0,5,44,73,0.55,0.48,1.12,4,0.8,0,0.71,2,3,2,1,5,6,2,18.55,0.41,0.66,0.08,2,56,9,0.13,0.47,55,44,57,159.7,32,0,48,0.08,2
Kristin Hernandez,knichols@yahoo.com,491.569.4964,"3780 Deborah Fords, Perryton, MO 71069",Chief Strategy Officer,16-06-1993,31,Male,Married,0,2,Primary,2259,0,0,64,50,11,-0.4,1.16,0.85,3,0.56,0.2,0.35,10,0,1,1,4,0,3,68.17,1.21,0.77,0,2,70,10,0.11,0.67,47,15,277,156.7,23,1,15,0.02,2
Terry Jones,jeremy49@yahoo.com,001-420-279-1270x3910,"61437 Emily Trail, Hectorberg, ME 87882",Corporate treasurer,05-10-1985,39,Female,Married,2,4,Secondary,2014,1,0,50,93,45,-0.4,1.68,0.37,3,0.23,0.21,0.66,9,5,2,1,5,6,5,31.44,0.17,1,0.3,3,64,2,0.43,-0.05,35,17,149,217.4,75,76,29,0.2,2
Andrew Miller,lisameyer@yahoo.com,(520)478-3302x265,"Unit 6994 Box 4785, DPO AA 93360",Tax inspector,10-06-1977,47,Female,Single,1,3,Secondary,4291,1,0,24,59,12,1.64,0.13,-0.85,5,0.13,0.46,0.32,4,3,0,0,6,1,3,41.03,0.29,0.79,0.22,4,35,9,0.16,0.08,34,3,223,144.7,11,0,0,0.49,3
Amanda Garcia,myersdana@hotmail.com,+1-213-827-9815x4021,"1978 Andrea Crest Apt. 304, East Sierraborough, ID 33715",Event organiser,05-08-1986,38,Female,Married,2,4,Secondary,3467,1,0,49,48,40,0.3,-1.83,0.5,4,0.2,0.83,0.03,6,5,2,0,4,10,1,25.04,0.51,0.69,0.14,1,0,0,0.14,0.33,28,23,454,116.6,16,25,79,0.08,0
Danielle Washington,dsantos@yahoo.com,5368131668,"17393 Brittany Squares, Bellborough, NM 94418","Engineer, electronics",07-11-2003,21,Female,Married,0,2,Tertiary,4537,1,1,18,32,5,-1.28,1.92,1.86,3,0.02,0.28,0.32,8,5,3,0,2,5,1,32.35,0.95,1,0.24,1,167,0,0.35,0.42,61,16,154,165.3,0,37,62,0.12,1
Stefanie Bailey,angelahansen@gmail.com,990-884-8237x580,"70586 Krause Forks Apt. 892, New Matthew, NM 54885",Insurance broker,31-10-2001,23,Male,Single,3,5,Tertiary,2442,0,1,55,23,5,1.66,-0.87,1.4,4,0.76,0.88,0.43,7,1,2,0,4,1,1,27.9,0.77,0.81,0.18,3,178,0,0.41,0.12,28,33,250,164.9,86,44,0,0.16,1
Ryan Hughes,derek21@hotmail.com,(886)887-4084x2900,"2629 Beverly Squares Apt. 771, North Caroline, MO 53296","Engineer, petroleum",24-10-1989,35,Female,Single,0,2,Secondary,4195,1,1,11,24,14,-0.09,-0.51,0.31,4,0.92,0.26,0.68,3,2,0,0,2,1,3,13.29,1,0.79,0.25,2,56,0,0.26,-0.08,33,28,105,129.2,0,45,9,0.16,2
William Barnett,caitlin99@gmail.com,001-845-393-3559x067,"032 Ray Squares, Boyershire, PW 38484",Brewing technologist,09-05-1993,31,Male,Married,2,3,Secondary,2702,0,0,48,102,26,0.79,-2.1,-0.56,4,0.25,0.74,0.78,3,3,1,1,4,5,0,10.93,0.05,0.84,0.3,3,169,11,0.3,-0.01,79,21,97,116.6,14,29,29,0.13,0
Cody Brewer,williampark@yahoo.com,6884184390,"9010 Kristina Rue, Levinestad, AK 98471",Theme park manager,22-01-1981,43,Female,Married,2,4,Tertiary,3183,0,1,29,42,46,0.92,0.21,-0.56,3,0.8,0.38,0.48,6,6,0,0,2,3,1,98.79,0.22,0.7,0.11,1,92,3,0.34,0.04,60,39,522,247.8,36,69,34,0,4
Michelle Kennedy,nramirez@yahoo.com,220-779-4386x863,"6055 Rebecca Meadow, Jasonshire, MA 59351",Geophysicist/field seismologist,16-06-1983,41,Male,Single,0,2,Primary,1723,1,0,19,11,42,-0.09,0.02,1.12,4,0.74,0.25,0.71,2,4,1,0,2,3,2,41.76,0.54,0.62,0.21,0,124,9,0.33,0.35,45,28,280,392.9,108,0,0,0.32,1
Cory Williams,esanchez@hotmail.com,731.731.7645,"1194 Annette Circles, Cameronville, NE 28832",Human resources officer,20-01-1998,26,Female,Single,0,1,Tertiary,1722,1,0,49,16,50,-1,0.58,0.08,3,0.78,0.92,0.78,7,1,4,0,0,6,6,80.37,1.19,0.68,0.22,2,111,1,0,-0.17,30,16,149,273,36,48,83,0.08,1
Spencer Willis,hannah69@hotmail.com,892.706.1148,"500 Trevor Crest, East Anthony, NC 21916","Scientist, audiological",29-04-1992,32,Male,Married,2,3,Tertiary,2646,1,0,30,93,38,1.34,-0.17,0.28,4,0.42,0.51,0.35,8,6,3,1,1,1,4,45.02,1.14,0.51,0.21,1,174,4,0.06,0.14,42,47,76,303.3,72,25,30,0,1
Courtney Baldwin,andreamcdowell@hotmail.com,640-686-6004x93582,"8406 Henry Glens, Shaneberg, MS 86032","Journalist, newspaper",11-12-2000,24,Female,Single,1,3,Secondary,3606,1,1,52,2,10,0.21,0.9,0.71,2,0.95,0.11,0.78,8,3,0,0,4,9,2,11.53,0.77,0.86,0.19,0,65,7,0.09,0.35,21,20,384,108.7,0,18,10,0.31,4
Thomas Monroe,randallmason@gmail.com,673-954-6630x29599,"576 Lisa Mountain Suite 522, Lake Dennis, SD 50830",Social researcher,09-03-1984,40,Female,Single,2,4,Tertiary,2182,1,0,19,60,103,0.94,-0.72,0.43,7,0.96,0.37,0.01,8,1,2,1,1,4,3,99.42,1.09,0.6,0.29,0,45,7,0.13,0.01,24,41,227,252.1,14,45,22,0.21,3
Lindsay Malone,fburgess@hotmail.com,540.403.0405x102,"48037 Erica Club, Lake Timothy, MD 43731","Engineer, structural",01-12-2006,18,Male,Divorced,1,3,Secondary,2114,1,1,41,9,33,-0.98,0.47,-0.54,4,0.75,0.3,0.33,5,4,0,0,2,5,1,16.57,1.36,0.89,0.01,0,83,4,0.03,0.73,61,43,229,271.7,12,38,0,0.22,3
Veronica Mills,heidihughes@yahoo.com,(510)637-1424,"65098 Shawn Knoll Apt. 313, West Loriton, LA 79680",Psychiatrist,20-03-1975,49,Female,Married,3,4,Secondary,2186,0,1,9,47,39,-0.05,-0.45,0.2,1,0.92,0.42,0.03,3,2,1,3,6,3,0,93.26,0.74,0.64,0.12,2,112,10,0.27,0.06,35,14,208,21,29,63,17,0.25,5
Matthew Edwards,martinsanchez@yahoo.com,001-597-817-2027x1449,"17505 Carlos View Suite 876, Port Laurenhaven, GU 45027",Geophysical data processor,04-08-1973,51,Male,Single,2,3,Primary,1721,0,0,46,54,40,0.24,-1.05,1.27,6,0.59,0.04,0.36,8,3,1,0,5,7,2,25.63,0.68,0.91,0.35,4,205,7,0.51,-0.11,49,19,148,274.8,0,58,49,0.31,0
Gabrielle Bryant,geoffrey36@gmail.com,7847745196,"14812 Brian Drives, New Brandon, WI 82303","Surveyor, mining",02-10-2006,18,Male,Single,1,3,Tertiary,3289,0,0,47,81,11,-1.32,-1.13,1.22,3,0.38,0.84,0.29,1,3,1,0,3,7,3,25.88,0.05,0.54,0.28,3,115,4,0.31,0.25,31,32,171,157.4,79,43,33,0.17,3
Andrea Montgomery,wsanchez@hotmail.com,628-397-0755x11700,"08639 Adams Drive, Port Crystal, DC 33496",Television floor manager,16-10-1980,44,Female,Divorced,1,2,Secondary,3520,1,0,3,48,42,1.08,0.11,-0.74,5,0.46,0.11,0.08,3,4,4,0,4,8,3,32.45,1.28,0.99,0.05,2,117,15,0,0.25,1,34,227,160.6,56,66,6,0.27,1
Denise King,matthewfuller@hotmail.com,362.329.7770x90498,"16741 Lopez Alley Suite 816, Amyburgh, SD 61627",Tax adviser,20-12-1975,49,Female,Single,2,4,Secondary,2544,0,1,48,104,16,-1.09,2.09,-0.93,2,0.18,0.36,0.86,5,6,1,0,0,6,5,38.77,0.86,0.92,0.33,2,147,3,0.43,0.22,31,48,252,382.8,43,0,32,0.24,5
Jessica Schroeder,tiffanychang@hotmail.com,+1-316-657-0472x815,"961 Nancy Courts Apt. 639, South Taylor, AS 08853",Chartered accountant,24-06-1988,36,Female,Single,2,3,Tertiary,4919,0,0,39,41,61,-0.65,-1.83,-0.94,4,0.19,0.88,0.14,9,8,1,0,7,4,2,18.58,1.43,0.79,0.31,1,53,7,0.11,-0.09,68,40,250,133.7,0,0,45,0.2,0
Robert Thomas,isantiago@hotmail.com,768.279.8207,"65306 Stewart Road Apt. 683, Lake Sallyburgh, MT 70131",Holiday representative,03-09-1999,25,Male,Divorced,1,3,Primary,5322,1,0,36,20,43,0.35,0.65,-0.48,5,0.8,0.49,0.76,3,1,0,0,3,8,3,37.48,0.89,0.9,0.15,2,50,5,0,0.61,73,54,445,243.7,55,0,13,0.28,5
Steven Atkins,bobbygonzalez@yahoo.com,(286)273-3744,"7441 Riley Green, Aliciaberg, ME 34117",Agricultural consultant,03-07-1981,43,Male,Married,0,1,Secondary,2655,0,0,39,63,49,0.05,-0.14,-1.21,4,0.46,0.33,0.42,8,6,1,0,3,3,0,34.4,1.23,0.77,0,3,67,6,0.13,0.5,37,34,177,106.7,30,23,0,0.33,2
Heather Hernandez,jeremygrant@hotmail.com,5184840678,"8172 William Mountains, Alisonport, HI 91940",Ophthalmologist,04-04-2006,18,Male,Single,1,3,Primary,3876,0,0,38,9,69,0.51,0.59,0.81,5,0.28,0.75,0.59,7,6,2,0,5,5,1,22.95,1.29,0.9,0.12,0,85,1,0.11,0.03,67,38,56,110.4,95,4,54,0.11,5
Shawn Rivera,nicolewashington@hotmail.com,606-570-7931x206,"346 Silva Estates Suite 705, Alvaradoshire, MS 78279",Plant breeder/geneticist,05-06-1979,45,Male,Single,0,2,Primary,1869,0,0,63,34,56,-0.92,0.15,1.57,4,0.59,0.28,0.09,5,2,1,1,4,2,0,21.21,0.78,0.73,0.28,3,53,0,0,0.36,73,6,184,8.3,38,0,66,0.04,2
Jeff Taylor,plane@hotmail.com,346.855.7205x568,"Unit 8189 Box 8932, DPO AA 24814",Advertising art director,08-05-1990,34,Male,Married,0,2,Secondary,1264,1,0,4,74,13,-0.86,-1.01,1.78,5,0.03,0.53,0.15,5,5,1,1,4,1,3,6.57,0.37,0.78,0.14,0,116,6,0.31,0.03,44,14,180,202.6,30,52,27,0.13,1
Deanna Chambers,matthewnorton@hotmail.com,001-354-434-0809x4325,"5929 Catherine Brook, New Jennaborough, AS 92256",Chief of Staff,31-08-1983,41,Male,Divorced,2,3,Secondary,2761,0,1,36,3,15,-0.93,0.47,3.24,6,0.08,0.01,0.2,6,5,0,3,3,3,2,30,0.48,1,0,0,88,0,0.01,-0.06,68,45,216,71.1,31,36,0,0,3
Cheryl Adams,sarah30@hotmail.com,001-259-366-0536x3980,"606 Maria Junction Suite 300, Floreshaven, VI 68037",Press photographer,06-08-1968,56,Female,Married,1,2,Tertiary,6615,1,0,18,30,58,1.92,-1.07,0.57,3,0.52,0.38,0.06,5,8,1,1,4,2,1,51.27,0.72,0.59,0.47,4,107,11,0.05,-0.33,53,51,91,193.6,69,58,67,0.14,1
Mark Cook,woodwardellen@hotmail.com,2079378069,"47257 Zachary Spur Suite 094, Larryborough, ND 27859",Outdoor activities/education manager,14-01-1972,52,Female,Single,4,6,Secondary,7401,0,0,21,31,23,-0.23,1.33,0.11,9,0.26,0.32,0.77,8,2,2,0,4,1,1,61.3,0.85,0.69,0.18,4,0,19,0.57,0.2,41,31,225,114,49,32,0,0.28,1
Michael Palmer,nacevedo@yahoo.com,4887493976,"260 Loretta Mount, Morrisonside, MP 41507",Data processing manager,25-10-1977,47,Female,Single,0,2,Secondary,2225,1,1,26,38,6,-0.65,-0.11,-0.92,4,0.55,0.12,0.47,3,1,0,1,2,2,4,13.27,0.83,1,0.11,2,237,15,0,0.96,17,4,130,0,0,52,47,0.32,1
Kimberly Wu,hross@hotmail.com,+1-805-537-6849x207,"739 Eric Tunnel Suite 410, Davidmouth, IN 15597",Economist,09-11-1999,25,Female,Married,0,2,Tertiary,2799,0,1,7,35,6,1.77,0.18,-0.46,5,0.31,0.56,0.74,7,4,0,1,0,7,3,18.6,1.41,0.87,0.18,3,191,9,0.16,-0.29,53,34,71,87.3,41,36,28,0.46,0
Brian Pittman Jr.,jennifer33@hotmail.com,-5449,"17760 Melton Skyway, South Alexander, MP 58123",Product manager,16-05-1991,33,Male,Single,2,3,Primary,4181,0,1,22,18,34,0.2,1.02,0.22,6,0.02,0.48,0.26,3,3,2,0,4,12,1,16.3,0.94,0.84,0.11,2,85,0,0,0.38,60,38,306,57.6,0,58,22,0.31,3
Aaron Gibson,pricepatricia@hotmail.com,001-221-562-0139x1832,"764 Johnson Dam Suite 746, Nicoleland, MP 80436",Financial adviser,04-08-1982,42,Female,Married,8,9,Secondary,2489,0,0,22,55,13,0.19,-0.52,-1.93,3,0.2,0.23,0.36,5,3,2,3,2,4,0,23.74,0.29,1,0.13,1,90,0,0.23,0.3,51,24,266,0,46,17,37,0.01,0
Mary Doyle,martinamber@yahoo.com,-4788,"7005 Chapman Wells Suite 017, Skinnerburgh, NE 99721",Copy,28-01-1988,36,Male,Married,0,2,Secondary,3447,0,0,37,48,0,-0.15,-2.36,0.47,4,0.59,0.48,0.78,4,1,1,0,2,5,1,40.16,1.12,0.87,0.03,2,68,1,0.36,0.39,5,32,43,340.9,16,32,36,0.21,2
Danielle Rojas,curtislewis@gmail.com,+1-641-252-4308x357,"122 Kristine Parkway Suite 592, Katherineburgh, DE 38897","Psychologist, prison and probation services",13-07-1997,27,Male,Single,1,3,Secondary,5261,0,0,33,57,21,-1.54,-0.38,-0.27,2,0.79,0.84,0.82,6,0,0,1,5,9,0,29.32,1.51,0.8,0.29,4,93,12,0,-0.24,73,6,272,359.4,40,0,9,0.21,3
Kelli Gregory,john14@gmail.com,7822699583,"229 Daniels Lodge, Jessicastad, AS 76635","Designer, blown glass/stained glass",22-07-1976,48,Female,Married,3,5,Primary,3868,0,1,8,83,16,0.89,0.25,1.32,3,0.3,0.07,0.7,3,4,1,0,7,6,2,81.92,0.71,0.92,0.28,4,151,6,0.39,-0.33,65,17,312,329.6,100,0,18,0,0
Marcus Knight,omartinez@gmail.com,942-747-8150,"PSC 3073, Box 3983, APO AP 93681",Event organiser,15-02-1980,44,Male,Single,2,3,Primary,2454,0,0,13,10,33,-1.51,0.79,0.03,8,0.42,0.5,0.92,6,9,1,0,5,0,3,71.47,0.48,0.85,0.1,4,151,0,0,0.27,35,26,260,28.1,18,3,30,0.17,2
David Nguyen,lamamy@gmail.com,356.379.7187,"PSC 4173, Box 0316, APO AP 45107","Engineer, materials",06-02-1978,46,Male,Single,1,3,Tertiary,7800,0,0,15,27,87,1.1,-0.2,1.16,3,0.44,0.51,0.2,9,6,1,0,3,2,1,26.65,0.16,1,0.29,5,0,6,0.27,0.75,47,30,99,203.4,68,140,39,0.01,2
Erin Henderson,jacobballard@yahoo.com,876.825.5516x95202,"115 Jason Gateway Apt. 934, Lunaburgh, AK 35016",Government social research officer,24-01-1980,44,Female,Divorced,1,2,Secondary,3836,1,1,53,65,44,-0.01,1.36,-1.49,5,0.64,0.7,0.84,6,2,1,0,7,6,0,42.18,0.59,0.82,0.33,2,187,12,0.15,-0.03,25,31,325,119.1,33,70,31,0.31,2
Karen Johnson,dale49@hotmail.com,899-843-1400x259,"82910 Victoria Hill Apt. 069, East Donnahaven, NY 10864",Fitness centre manager,30-03-1991,33,Female,Single,2,4,Primary,1091,0,0,13,47,88,-0.78,0.01,-0.53,4,0.02,0.85,0.34,7,2,0,3,1,5,4,26.95,0.96,0.8,0.1,0,83,14,0.39,-0.2,4,46,0,184.5,57,33,20,0.11,0
Scott Reyes,fisherlinda@gmail.com,+1-434-835-6653x563,"904 Jones Trace Suite 624, West Justin, NV 30870",Garment/textile technologist,24-09-1984,40,Male,Single,3,4,Primary,4853,1,1,19,22,25,-0.88,0.33,-0.41,3,0.14,0.67,0.57,2,4,0,0,9,4,1,12.81,0.99,0.76,0,1,28,9,0.17,0.5,46,65,328,0,0,0,36,0.22,2
Ricardo Wagner,tiffany53@hotmail.com,676.507.7141x26378,"740 Smith Cliffs Suite 782, Port Jermaine, NE 90173",Trade mark attorney,06-12-1977,47,Male,Single,3,5,Secondary,3114,1,0,22,63,18,-1.1,0.3,-1.18,5,0.28,0.53,0.93,5,5,2,0,3,9,4,17.17,0.96,0.78,0.19,5,73,4,0.05,-0.03,39,19,77,171.6,75,65,28,0.21,3
James Fletcher,john33@yahoo.com,966.695.7236x97557,"098 Barnes Island, Smithborough, MN 86076","Production assistant, radio",02-04-1993,31,Female,Single,0,1,Tertiary,3250,1,1,25,89,22,-0.08,-0.68,-0.87,4,0.14,0.33,0.07,4,4,1,2,1,7,4,99.57,0.68,0.77,0.15,5,71,10,0.15,-0.38,54,34,158,457.2,4,88,47,0.21,7
April Olson,fitzgeralddaniel@hotmail.com,662-706-1850x41151,"41142 Stewart Route, Valerieberg, MH 50783","Engineer, structural",04-11-2000,24,Female,Single,2,3,Tertiary,3317,0,0,3,11,5,-1.41,0.72,0.92,6,0.65,0.09,0.04,8,4,4,2,2,4,4,96.26,1.07,0.97,0.1,1,51,1,0.19,-0.28,89,40,225,243,53,2,23,0,2
Michael Mendoza,jwyatt@hotmail.com,(493)305-1327x9545,"178 Bowers Ways Suite 414, Port Garyburgh, AR 89708",Commercial horticulturist,05-10-2002,22,Female,Married,1,2,Secondary,7764,0,0,39,91,17,-1.59,1.08,1.62,6,0.36,0.27,0.33,8,4,3,0,6,8,1,86.75,0.6,0.43,0,0,104,6,0.13,0.2,55,26,387,143.6,0,24,24,0.02,1
